10	0	8	170	220	0
2	2	1
10	0	8	19,79619	23,43282	19,95787
12	0	8	20,46227	24,575	17,99464
14	0	8	20,75434	26,04797	15,70433
16	0	8	20,51145	27,57013	13,07055
18	0	8	19,59801	29,20926	10,27137
20	0	8	18,11087	30,7478	7,95424
22	0	8	16,39127	31,94958	6,297231
24	0	8	14,48914	32,28933	5,458295
26	0	8	13,03925	32,41151	4,874914
28	0	8	11,74137	32,27293	4,92409
30	0	8	10,61335	32,01514	5,02169
32	0	8	9,763245	31,63517	5,155056
34	0	8	9,267029	31,30585	5,31152
36	0	8	8,645653	31,03167	5,596876
38	0	8	8,234383	30,65616	5,877019
40	0	8	7,899101	30,3179	6,047637
42	0	8	7,539993	30,07576	6,185473
44	0	8	7,18161	29,87534	6,47828
46	0	8	7,01696	29,49313	6,619097
48	0	8	6,787476	29,42905	6,824733
50	0	8	6,683174	29,11016	6,958843
52	0	8	6,63623	29,0297	7,274747
54	0	8	6,480515	28,70858	7,417798
56	0	8	6,444748	28,50667	7,458031
58	0	8	6,341927	28,4113	7,55489
60	0	8	6,314369	28,34425	7,704646
62	0	8	6,335968	28,1468	7,756801
64	0	8	6,04837	28,00971	8,016825
66	0	8	6,000694	28,02014	8,197874
68	0	8	6,053589	27,71467	8,07792
70	0	8	5,9925	27,60514	8,172541
72	0	8	5,900864	27,56566	8,388608
74	0	8	5,912781	27,56268	8,426605
76	0	8	5,844986	27,35406	8,396805
78	0	8	5,819649	27,23485	8,516759
80	0	8	5,672127	27,27211	8,507817
82	0	8	5,802513	27,10521	8,628517
84	0	8	5,704163	27,04039	8,714945
86	0	8	5,647537	26,94502	8,814037
88	0	8	5,584953	26,75653	8,787959
90	0	8	5,590172	26,72598	8,818507
92	0	8	5,463516	26,71033	8,936225
94	0	8	5,53727	26,55834	9,026379
96	0	8	5,532799	26,4965	9,046495
98	0	8	5,514183	26,51587	9,142607
100	0	8	5,365166	26,38772	9,132921
102	0	8	5,369637	26,37282	9,249151
104	0	8	5,3741	26,35122	9,136646
106	0	8	5,368889	26,32812	9,135157
108	0	8	5,271278	26,26106	9,265541
110	0	8	5,311516	26,12397	9,270012
112	0	8	5,298111	26,17836	9,349733
114	0	8	5,150581	26,10088	9,44957
116	0	8	5,11631	26,05617	9,393692
118	0	8	5,087257	26,07331	9,510665
120	0	8	5,062668	26,0815	9,585173
122	0	8	4,9524	25,98613	9,718536
124	0	8	5,098434	26,0368	9,629875
126	0	8	4,938995	26,09864	9,624659
128	0	8	4,947182	25,92132	9,711087
130	0	8	4,944954	26,02189	9,799748
132	0	8	4,743034	25,99582	9,720773
134	0	8	4,644691	25,97794	9,817631
136	0	8	4,577629	25,98092	9,831786
138	0	8	4,613396	25,96453	9,803473
140	0	8	4,556778	26,06064	9,86904
142	0	8	4,248322	26,09864	9,857863
144	0	8	4,211815	26,14707	9,898097
146	0	8	4,089622	26,16942	9,763241
148	0	8	3,851212	26,31023	9,769947
150	0	8	3,568077	26,20816	9,769201
152	0	8	3,423546	26,31694	9,774418
154	0	8	3,040581	26,39666	9,889155
156	0	8	2,727654	26,4734	9,676815
158	0	8	2,146507	26,57548	9,750575
