0	20	0	60	170	0
1	1	1
0	20	0	-41,88379	20,146	33,23926
1	20	0	-42,02246	20,43896	32,73096
2	20	0	-42,00049	20,74756	32,36865
3	20	0	-42,0166	21,05371	31,9541
4	20	0	-42,02441	21,29492	31,44824
5	20	0	-41,96484	21,6001	31,04932
6	20	0	-41,95313	21,93994	30,52783
7	20	0	-41,83301	22,28955	30,0459
8	20	0	-41,7251	22,47119	29,59277
9	20	0	-41,60498	22,79443	29,02881
10	20	0	-41,49854	23,16113	28,60205
11	20	0	-41,23633	23,41846	28,12793
12	20	0	-41,00146	23,64893	27,64893
13	20	0	-40,75049	23,95703	27,25098
14	20	0	-40,46338	24,2041	26,76416
15	20	0	-40,2041	24,47314	26,32764
16	20	0	-39,8335	24,67871	25,9624
17	20	0	-39,53369	24,84082	25,63574
18	20	0	-39,13525	25,05664	25,2124
19	20	0	-38,83252	25,2417	24,90479
20	20	0	-38,43604	25,39746	24,62939
21	20	0	-38,04395	25,46729	24,37695
22	20	0	-37,60791	25,57031	24,10059
23	20	0	-37,2251	25,62939	23,92676
24	20	0	-36,81982	25,73193	23,74854
25	20	0	-36,44141	25,78467	23,68652
26	20	0	-36,04297	25,75977	23,55225
27	20	0	-35,69922	25,77344	23,46484
28	20	0	-35,31201	25,76611	23,40381
29	20	0	-34,83252	25,71729	23,31885
30	20	0	-34,4458	25,65869	23,35449
31	20	0	-34,03125	25,64063	23,38037
32	20	0	-33,69727	25,58398	23,42773
33	20	0	-33,28711	25,42627	23,54395
34	20	0	-32,97607	25,38135	23,64746
35	20	0	-32,57715	25,3125	23,67773
36	20	0	-32,23291	25,0918	23,82764
37	20	0	-31,84717	24,98145	24,06104
38	20	0	-31,58105	24,84033	24,16602
39	20	0	-31,23438	24,64551	24,36426
40	20	0	-30,94385	24,48389	24,72021
41	20	0	-30,61084	24,2876	24,87549
42	20	0	-30,38672	24,00439	25,06641
43	20	0	-30,12646	23,85254	25,41406
44	20	0	-29,88232	23,63037	25,77979
45	20	0	-29,63818	23,31543	26,12891
46	20	0	-29,42627	23,08447	26,40234
47	20	0	-29,25342	22,78516	26,83008
48	20	0	-29,17627	22,61572	27,28516
49	20	0	-28,97461	22,28027	27,57764
50	20	0	-28,92773	22,01904	28,05811
51	20	0	-28,82959	21,75	28,41016
52	20	0	-28,72314	21,47754	28,82422
53	20	0	-28,77344	21,11865	29,2793
54	20	0	-28,80908	20,87842	29,6543
55	20	0	-28,68848	20,60107	30,03857
56	20	0	-28,71191	20,37744	30,46094
57	20	0	-28,81445	20,12354	30,91602
58	20	0	-28,88086	19,77051	31,23633
59	20	0	-28,93506	19,63379	31,61572
60	20	0	-29,06055	19,37354	32,05078
0	21	0	-42,18799	20,05078	32,92139
1	21	0	-42,17773	20,29102	32,44678
2	21	0	-42,32764	20,61963	31,92773
3	21	0	-42,30859	20,87207	31,53906
4	21	0	-42,29004	21,19727	31,00879
5	21	0	-42,24658	21,51221	30,50977
6	21	0	-42,15625	21,77588	30,0625
7	21	0	-42,09082	22,07422	29,48926
8	21	0	-41,99121	22,37842	28,97119
9	21	0	-41,79053	22,68896	28,45459
10	21	0	-41,65332	22,90576	27,84326
11	21	0	-41,45996	23,28125	27,43359
12	21	0	-41,15137	23,52344	26,85938
13	21	0	-40,95801	23,83984	26,41357
14	21	0	-40,63184	24,08252	26,00781
15	21	0	-40,25586	24,37354	25,46631
16	21	0	-40,07373	24,50732	24,98047
17	21	0	-39,63525	24,75146	24,64453
18	21	0	-39,20996	24,91602	24,33691
19	21	0	-38,79688	25,09033	23,80566
20	21	0	-38,48486	25,20752	23,5376
21	21	0	-38,11963	25,26221	23,30762
22	21	0	-37,56104	25,41992	22,94775
23	21	0	-37,18018	25,50342	22,83789
24	21	0	-36,83789	25,48535	22,5918
25	21	0	-36,37256	25,57422	22,49365
26	21	0	-35,9502	25,60596	22,41211
27	21	0	-35,48828	25,57031	22,35498
28	21	0	-35,06787	25,54688	22,28955
29	21	0	-34,69971	25,53809	22,2041
30	21	0	-34,28223	25,48633	22,20459
31	21	0	-33,86719	25,41162	22,2627
32	21	0	-33,50537	25,31592	22,29736
33	21	0	-33,11035	25,30713	22,43311
34	21	0	-32,67773	25,1123	22,50098
35	21	0	-32,32617	25,00732	22,68896
36	21	0	-32,00439	24,87354	22,7998
37	21	0	-31,5415	24,77734	22,87842
38	21	0	-31,25439	24,59766	23,20459
39	21	0	-30,93262	24,41064	23,44775
40	21	0	-30,61572	24,25293	23,61426
41	21	0	-30,31543	24,04541	23,82813
42	21	0	-30,02344	23,82764	24,19971
43	21	0	-29,72559	23,63232	24,53613
44	21	0	-29,5459	23,34277	24,81641
45	21	0	-29,28467	23,12549	25,24121
46	21	0	-29,1665	22,89209	25,62549
47	21	0	-28,85645	22,57813	26,03467
48	21	0	-28,74805	22,35547	26,40576
49	21	0	-28,62842	22,0791	26,83545
50	21	0	-28,56201	21,7915	27,3291
51	21	0	-28,4624	21,46191	27,67969
52	21	0	-28,46338	21,21631	28,27539
53	21	0	-28,39648	20,90283	28,7168
54	21	0	-28,39844	20,62354	29,0166
55	21	0	-28,41016	20,3374	29,58984
56	21	0	-28,42822	20,08008	30,01367
57	21	0	-28,49707	19,7876	30,38525
58	21	0	-28,58398	19,56348	30,84082
59	21	0	-28,70264	19,33057	31,31445
60	21	0	-28,82031	19,13721	31,63623
0	22	0	-42,35742	19,87891	32,48193
1	22	0	-42,45313	20,12158	32,03857
2	22	0	-42,54639	20,38232	31,52734
3	22	0	-42,5752	20,70801	30,99512
